,hru,CN2,ALPHA_BF,GW_DELAY,GWQMN,RCHRG_DP,GW_REVAP,LAT_TTIME,OV_N,SLSUBBSN,HRU_SLP,ESCO,SURLAG,EPCO,SOL_AWC,SOL_K,SOL_BD,CH_N2,CH_K2,ALPHA_BNK
529,000600003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
530,000600004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
531,000600005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.242,,,,0.22,950.0,2.07,,,
532,000600006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.373,,,,0.22,950.0,2.07,,,
533,000610000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
534,000610001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
535,000610002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
536,000610003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
537,000610004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
538,000610005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
539,000610006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.12,,,,0.22,950.0,2.07,,,
540,000610007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
541,000610008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
542,000610009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
543,000610010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
544,000610011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
545,000610012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
546,000610013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.172,,,,0.22,950.0,2.07,,,
547,000610014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.243,,,,0.22,950.0,2.07,,,
548,000610015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.233,,,,0.22,950.0,2.07,,,
549,000610016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
550,000610017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
551,000610018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.171,,,,0.22,950.0,2.07,,,
552,000610019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
553,000610020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
554,000610021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
555,000610022,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
556,000610023,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
557,000610024,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
558,000610025,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
559,000610026,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
560,000620000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
561,000620001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
562,000620002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
563,000620003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.12,,,,0.22,950.0,2.07,,,
564,000630000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
565,000630001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
566,000630002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
567,000630003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
568,000630004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
569,000630005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
570,000640000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
571,000640001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
572,000640002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
573,000640003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
574,000640004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
575,000640005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
576,000640006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.171,,,,0.22,950.0,2.07,,,
577,000640007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
578,000640008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
579,000640009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
580,000640010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.028,,,,0.22,950.0,2.07,,,
581,000640011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
582,000640012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
583,000640013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
584,000650000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
585,000650001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
586,000650002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
587,000650003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
588,000660000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
589,000660001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.661,,,,0.22,950.0,2.07,,,
590,000660002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
591,000660003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.229,,,,0.22,950.0,2.07,,,
592,000660004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.11,,,,0.22,950.0,2.07,,,
593,000660005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.406,,,,0.22,950.0,2.07,,,
594,000660006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.009,,,,0.22,950.0,2.07,,,
595,000660007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
596,000660008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.183,,,,0.22,950.0,2.07,,,
597,000670000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
598,000670001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.12,,,,0.22,950.0,2.07,,,
599,000670002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
600,000670003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
601,000670004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
602,000670005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
603,000670006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
604,000670007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.006,,,,0.22,950.0,2.07,,,
605,000670008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
606,000670009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.0,,,,0.22,950.0,2.07,,,
607,000680000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
608,000680001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
609,000680002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
610,000680003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
611,000680004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
612,000690000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
613,000690001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
614,000690002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
615,000690003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
616,000690004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.066,,,,0.22,950.0,2.07,,,
617,000690005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.02,,,,0.22,950.0,2.07,,,
618,000700000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
619,000700001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
620,000700002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
621,000700003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.17,,,,0.22,950.0,2.07,,,
622,000700004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.359,,,,0.22,950.0,2.07,,,
623,000700005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.229,,,,0.22,950.0,2.07,,,
624,000710000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
625,000710001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.172,,,,0.22,950.0,2.07,,,
626,000710002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
627,000710003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.076,,,,0.22,950.0,2.07,,,
628,000710004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.239,,,,0.22,950.0,2.07,,,
629,000710005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
630,000720000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
631,000720001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
632,000720002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
633,000720003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
634,000720004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
635,000720005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.013,,,,0.22,950.0,2.07,,,
636,000720006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.013,,,,0.22,950.0,2.07,,,
637,000720007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
638,000720008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
639,000720009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.251,,,,0.22,950.0,2.07,,,
640,000720010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.376,,,,0.22,950.0,2.07,,,
641,000720011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.02,,,,0.22,950.0,2.07,,,
642,000730000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
643,000730001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.006,,,,0.22,950.0,2.07,,,
644,000730002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
645,000730003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
646,000730004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.127,,,,0.22,950.0,2.07,,,
647,000730005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.25,,,,0.22,950.0,2.07,,,
648,000730006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.356,,,,0.22,950.0,2.07,,,
649,000730007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.384,,,,0.22,950.0,2.07,,,
650,000730008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.253,,,,0.22,950.0,2.07,,,
651,000730009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.126,,,,0.22,950.0,2.07,,,
652,000730010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.078,,,,0.22,950.0,2.07,,,
653,000740000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
654,000740001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
655,000740002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
656,000740003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
657,000740004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
658,000740005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.383,,,,0.22,950.0,2.07,,,
659,000740006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
660,000740007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
661,000740008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.12,,,,0.22,950.0,2.07,,,
662,000740009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.02,,,,0.22,950.0,2.07,,,
663,000740010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
664,000740011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.386,,,,0.22,950.0,2.07,,,
665,000740012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
666,000740013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
667,000740014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
668,000740015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
669,000740016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
670,000740017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.37,,,,0.22,950.0,2.07,,,
671,000750000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
672,000750001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
673,000750002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
674,000750003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
675,000750004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.253,,,,0.22,950.0,2.07,,,
676,000750005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.4,,,,0.22,950.0,2.07,,,
677,000750006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.587,,,,0.22,950.0,2.07,,,
678,000760000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
679,000760001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.015,,,,0.22,950.0,2.07,,,
680,000760002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
681,000760003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
682,000760004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
683,000770000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
684,000770001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
685,000770002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
686,000770003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
687,000770004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
688,000770005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
689,000770006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
690,000770007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.015,,,,0.22,950.0,2.07,,,
691,000780000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
692,000780001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
693,000780002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
694,000780003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
695,000780004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
696,000780005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.362,,,,0.22,950.0,2.07,,,
697,000780006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
698,000780007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
699,000780008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
700,000780009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
701,000780010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
702,000780011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
703,000780012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
704,000780013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
705,000780014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.066,,,,0.22,950.0,2.07,,,
706,000790000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
707,000790001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
708,000790002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
709,000790003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
710,000790004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.389,,,,0.22,950.0,2.07,,,
711,000790005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
712,000790006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
713,000790007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
714,000790008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
715,000790009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
716,000790010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.378,,,,0.22,950.0,2.07,,,
717,000790011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
718,000790012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.244,,,,0.22,950.0,2.07,,,
719,000790013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.376,,,,0.22,950.0,2.07,,,
720,000790014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
721,000790015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
722,000790016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
723,000790017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
724,000790018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.375,,,,0.22,950.0,2.07,,,
725,000790019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
726,000790020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
727,000790021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
728,000790022,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.246,,,,0.22,950.0,2.07,,,
729,000800000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
730,000800001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.238,,,,0.22,950.0,2.07,,,
731,000800002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
732,000800003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
733,000800004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
734,000800005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
735,000800006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
736,000800007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
737,000800008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.12,,,,0.22,950.0,2.07,,,
738,000800009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
739,000800010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.361,,,,0.22,950.0,2.07,,,
740,000800011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
741,000800012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
742,000800013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
743,000810000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
744,000810001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
745,000810002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
746,000810003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.126,,,,0.22,950.0,2.07,,,
747,000810004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.176,,,,0.22,950.0,2.07,,,
748,000810005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
749,000810006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
750,000810007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.249,,,,0.22,950.0,2.07,,,
751,000810008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.372,,,,0.22,950.0,2.07,,,
