,hru,CN2,ALPHA_BF,GW_DELAY,GWQMN,RCHRG_DP,GW_REVAP,LAT_TTIME,OV_N,SLSUBBSN,HRU_SLP,ESCO,SURLAG,EPCO,SOL_AWC,SOL_K,SOL_BD,CH_N2,CH_K2,ALPHA_BNK
225,000260005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.172,,,,0.22,950.0,2.07,,,
226,000260006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
227,000260007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
228,000260008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
229,000260009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.25,,,,0.22,950.0,2.07,,,
230,000260010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.367,,,,0.22,950.0,2.07,,,
231,000260011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
232,000260012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
233,000270000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
234,000270001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.369,,,,0.22,950.0,2.07,,,
235,000270002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
236,000270003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.176,,,,0.22,950.0,2.07,,,
237,000270004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
238,000270005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.37,,,,0.22,950.0,2.07,,,
239,000270006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
240,000270007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
241,000270008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
242,000270009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
243,000270010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.12,,,,0.22,950.0,2.07,,,
244,000270011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
245,000270012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
246,000270013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
247,000270014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.012,,,,0.22,950.0,2.07,,,
248,000270015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
249,000270016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
250,000270017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
251,000270018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
252,000270019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
253,000270020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.367,,,,0.22,950.0,2.07,,,
254,000270021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
255,000270022,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
256,000270023,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.246,,,,0.22,950.0,2.07,,,
257,000270024,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.351,,,,0.22,950.0,2.07,,,
258,000270025,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
259,000280000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
260,000280001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
261,000280002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.368,,,,0.22,950.0,2.07,,,
262,000280003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
263,000280004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.24,,,,0.22,950.0,2.07,,,
264,000280005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
265,000280006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
266,000280007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.078,,,,0.22,950.0,2.07,,,
267,000280008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
268,000280009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
269,000280010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.244,,,,0.22,950.0,2.07,,,
270,000280011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.365,,,,0.22,950.0,2.07,,,
271,000280012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
272,000280013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
273,000280014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
274,000280015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
275,000280016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.126,,,,0.22,950.0,2.07,,,
276,000280017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.172,,,,0.22,950.0,2.07,,,
277,000280018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
278,000280019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.381,,,,0.22,950.0,2.07,,,
279,000280020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
280,000280021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.249,,,,0.22,950.0,2.07,,,
281,000280022,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.176,,,,0.22,950.0,2.07,,,
282,000280023,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.378,,,,0.22,950.0,2.07,,,
283,000280024,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.387,,,,0.22,950.0,2.07,,,
284,000280025,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.252,,,,0.22,950.0,2.07,,,
285,000280026,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
286,000280027,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
287,000280028,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
288,000280029,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.376,,,,0.22,950.0,2.07,,,
289,000290000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
290,000290001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.03,,,,0.22,950.0,2.07,,,
291,000290002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.179,,,,0.22,950.0,2.07,,,
292,000290003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.031,,,,0.22,950.0,2.07,,,
293,000290004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.058,,,,0.22,950.0,2.07,,,
294,000300000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
295,000300001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.389,,,,0.22,950.0,2.07,,,
296,000300002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.252,,,,0.22,950.0,2.07,,,
297,000300003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.17,,,,0.22,950.0,2.07,,,
298,000300004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.126,,,,0.22,950.0,2.07,,,
299,000300005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
300,000300006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
301,000300007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.231,,,,0.22,950.0,2.07,,,
302,000300008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
303,000300009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
304,000300010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.171,,,,0.22,950.0,2.07,,,
305,000300011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
306,000300012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
307,000300013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
308,000300014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.117,,,,0.22,950.0,2.07,,,
309,000300015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.228,,,,0.22,950.0,2.07,,,
310,000300016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.116,,,,0.22,950.0,2.07,,,
311,000300017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
312,000300018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
313,000310000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
314,000310001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
315,000310002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
316,000310003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.171,,,,0.22,950.0,2.07,,,
317,000310004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
318,000310005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.029,,,,0.22,950.0,2.07,,,
319,000310006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.172,,,,0.22,950.0,2.07,,,
320,000310007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.238,,,,0.22,950.0,2.07,,,
321,000310008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
322,000310009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
323,000310010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
324,000310011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.076,,,,0.22,950.0,2.07,,,
325,000310012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
326,000310013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.237,,,,0.22,950.0,2.07,,,
327,000310014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
328,000320000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
329,000320001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
330,000330000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
331,000330001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
332,000330002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
333,000330003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
334,000330004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
335,000330005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
336,000340000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
337,000340001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
338,000340002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
339,000340003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
340,000350000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
341,000350001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
342,000350002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
343,000350003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
344,000350004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
345,000350005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.067,,,,0.22,950.0,2.07,,,
346,000360000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
347,000360001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
348,000360002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
349,000370000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
350,000370001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
351,000370002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
352,000370003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
353,000370004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
354,000380000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
355,000380001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.117,,,,0.22,950.0,2.07,,,
356,000380002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
357,000380003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
358,000390000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
359,000390001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
360,000390002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.065,,,,0.22,950.0,2.07,,,
361,000400000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
362,000400001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.013,,,,0.22,950.0,2.07,,,
363,000400002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
364,000410000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
365,000410001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
366,000410002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
367,000410003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
368,000420000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
369,000420001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
370,000420002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
371,000430000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
372,000430001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
373,000430002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
374,000430003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
375,000430004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
376,000430005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.374,,,,0.22,950.0,2.07,,,
377,000430006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
378,000430007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
379,000430008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
380,000430009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
381,000430010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.364,,,,0.22,950.0,2.07,,,
382,000430011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.0,,,,0.22,950.0,2.07,,,
383,000430012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.0,,,,0.22,950.0,2.07,,,
384,000430013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
385,000430014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
386,000430015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
387,000430016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.244,,,,0.22,950.0,2.07,,,
388,000430017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.366,,,,0.22,950.0,2.07,,,
389,000430018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
390,000430019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
391,000430020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.01,,,,0.22,950.0,2.07,,,
392,000430021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
393,000430022,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
394,000430023,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
395,000430024,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
396,000430025,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.005,,,,0.22,950.0,2.07,,,
397,000440000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
398,000440001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
399,000440002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
400,000440003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
401,000440004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
402,000440005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.069,,,,0.22,950.0,2.07,,,
403,000440006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
404,000440007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
405,000440008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.242,,,,0.22,950.0,2.07,,,
406,000440009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
407,000440010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
408,000440011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
409,000440012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
410,000440013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.381,,,,0.22,950.0,2.07,,,
411,000440014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.243,,,,0.22,950.0,2.07,,,
412,000440015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
413,000440016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
414,000440017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
415,000440018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
416,000440019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.38,,,,0.22,950.0,2.07,,,
417,000440020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
418,000440021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
419,000440022,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
420,000440023,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
421,000440024,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
422,000450000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
423,000450001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.0,,,,0.22,950.0,2.07,,,
424,000450002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.012,,,,0.22,950.0,2.07,,,
425,000450003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
426,000450004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
427,000450005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.008,,,,0.22,950.0,2.07,,,
428,000450006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
429,000450007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.031,,,,0.22,950.0,2.07,,,
430,000460000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
431,000460001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
432,000460002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
433,000460003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
434,000470000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
435,000470001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
436,000470002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
437,000470003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
438,000470004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.239,,,,0.22,950.0,2.07,,,
439,000470005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
440,000470006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
441,000470007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
442,000480000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
443,000480001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.067,,,,0.22,950.0,2.07,,,
444,000480002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
445,000480003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
446,000480004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
447,000490000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
448,000490001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
